fp_id_bright,fp_id_dim,name_bright,name_dim,color_bright,color_dim,qy_bright,qy_dim,delta_qy,seq_identity,d_exp_to_planar_bright,d_exp_to_planar_dim,d_exp_to_planar_delta,d_exp_to_planar_concordant,b_factor_ratio_bright,b_factor_ratio_dim,b_factor_ratio_delta,b_factor_ratio_concordant,n_polar_O2_32_bright,n_polar_O2_32_dim,n_polar_O2_32_delta,n_polar_O2_32_concordant,f_allowed_P_folded_bright,f_allowed_P_folded_dim,f_allowed_P_folded_delta,f_allowed_P_folded_concordant,f_allowed_folded_bright,f_allowed_folded_dim,f_allowed_folded_delta,f_allowed_folded_concordant
citrine,superfolder-gfp,Citrine,Superfolder GFP,green,green,0.76,0.65,0.10999999999999999,0.922077922077922,9.364083747271575,6.497055033161314,2.867028714110261,0,0.7802852038086517,0.7777057067523352,0.0025794970563165487,0,3.0,2.0,1.0,1.0,0.2777777777777778,0.4027777777777778,-0.125,1.0,0.0150462962962962,0.01678240740740735,-0.00173611111111115,1.0
citrine,usgfp,Citrine,usGFP,green,green,0.76,0.45,0.31,0.902542372881356,9.364083747271575,9.993402015243028,-0.6293182679714526,1,0.7802852038086517,0.7710822140299445,0.00920298977870726,0,3.0,2.0,1.0,1.0,0.2777777777777778,0.4444444444444444,-0.16666666666666663,1.0,0.0150462962962962,0.0204475308641975,-0.0054012345679013,1.0
citrine,venus,Citrine,Venus,green,yellow,0.76,0.57,0.19000000000000006,0.961038961038961,9.364083747271575,0.8793968677909777,8.484686879480597,0,0.7802852038086517,0.7451504322657746,0.03513477154287714,0,3.0,3.0,0.0,,0.2777777777777778,0.25,0.02777777777777779,0.0,0.0150462962962962,0.0069444444444444,0.008101851851851801,0.0
clover,cypet,Clover,,green,cyan,0.76,0.51,0.25,0.8983050847457628,0.7519607804550592,3.6406920303805146,-2.8887312499254554,1,0.90010635375153,0.627677365010112,0.2724289887414181,0,1.0,2.0,-1.0,0.0,0.25,0.0833333333333333,0.16666666666666669,0.0,0.0088734567901234,0.0052083333333333,0.0036651234567901007,0.0
clover,degfp1,Clover,deGFP1,green,green,0.76,0.16,0.6,0.902127659574468,0.7519607804550592,2.1368284572272898,-1.3848676767722305,1,0.90010635375153,0.8080535526050578,0.09205280114647219,0,1.0,2.0,-1.0,0.0,0.25,0.45833333333333337,-0.20833333333333337,1.0,0.0088734567901234,0.028742283950617252,-0.019868827160493853,1.0
clover,dreiklang,Clover,Dreiklang,green,unknown,0.76,0.41,0.35000000000000003,0.8987341772151899,0.7519607804550592,16.7490962283188,-15.997135447863739,1,0.90010635375153,0.659482275296899,0.24062407845463107,0,1.0,1.5,-0.5,0.0,0.25,0.1388888888888889,0.1111111111111111,0.0,0.0088734567901234,0.00906635802469135,-0.00019290123456794893,1.0
clover,ecfp,Clover,ECFP,green,cyan,0.76,0.4,0.36,0.9106382978723404,0.7519607804550592,9.530923659697276,-8.778962879242217,1,0.90010635375153,0.7488417886909549,0.15126456506057517,0,1.0,2.0,-1.0,0.0,0.25,0.0833333333333333,0.16666666666666669,0.0,0.0088734567901234,0.0065586419753086,0.002314814814814801,0.0
clover,egfp,Clover,EGFP,green,green,0.76,0.6,0.16000000000000003,0.9106382978723404,0.7519607804550592,11.596014753988934,-10.844053973533875,1,0.90010635375153,0.6758524026014057,0.22425395115012436,0,1.0,2.0,-1.0,0.0,0.25,0.3333333333333333,-0.08333333333333331,1.0,0.0088734567901234,0.0131172839506172,-0.004243827160493799,1.0
clover,gfp-s65t,Clover,GFP (S65T),green,green,0.76,0.64,0.12,0.9106382978723404,0.7519607804550592,5.287329200302435,-4.535368419847376,1,0.90010635375153,0.6731338343182883,0.2269725194332417,0,1.0,2.0,-1.0,0.0,0.25,0.3611111111111111,-0.1111111111111111,1.0,0.0088734567901234,0.015432098765432,-0.0065586419753086,1.0
clover,gfpmut3,Clover,,green,green,0.76,0.39,0.37,0.9191489361702128,0.7519607804550592,6.738755906993163,-5.986795126538103,1,0.90010635375153,0.7940009563338566,0.10610539741767344,0,1.0,2.0,-1.0,0.0,0.25,0.3472222222222222,-0.09722222222222221,1.0,0.0088734567901234,0.01581790123456785,-0.006944444444444449,1.0
clover,hyperfolder-yfp,Clover,Hyperfolder YFP,green,yellow,0.76,0.6,0.16000000000000003,0.8978723404255319,0.7519607804550592,5.4045296899001665,-4.652568909445107,1,0.90010635375153,0.7434078753146292,0.15669847843690088,0,1.0,2.0,-1.0,0.0,0.25,0.3055555555555556,-0.05555555555555558,1.0,0.0088734567901234,0.0142746913580246,-0.0054012345679012,1.0
mcerulean3,clover,mCerulean3,Clover,cyan,green,0.87,0.76,0.10999999999999999,0.8898305084745762,3.160847638098579,0.7519607804550592,2.4088868576435196,0,0.6393318841703642,0.90010635375153,-0.2607744695811658,1,2.0,1.0,1.0,1.0,0.0694444444444444,0.25,-0.18055555555555558,1.0,0.0042438271604938,0.0088734567901234,-0.004629629629629601,1.0
clover,monomeric-hyperfolder-yfp,Clover,Monomeric hyperfolder YFP,green,yellow,0.76,0.62,0.14,0.8893617021276595,0.7519607804550592,8.302266327400943,-7.550305546945884,1,0.90010635375153,0.6614060355781651,0.2387003181733649,0,1.0,3.0,-2.0,0.0,0.25,0.2777777777777778,-0.02777777777777779,1.0,0.0088734567901234,0.0173611111111111,-0.0084876543209877,1.0
mturquoise2,clover,mTurquoise2,Clover,cyan,green,0.93,0.76,0.17000000000000004,0.9113924050632911,7.004749838508629,0.7519607804550592,6.25278905805357,0,0.5267100163237356,0.90010635375153,-0.37339633742779443,1,2.0,1.0,1.0,1.0,0.0555555555555555,0.25,-0.1944444444444445,1.0,0.0032793209876543,0.0088734567901234,-0.005594135802469101,1.0
clover,mturquoise2_t203y,Clover,,green,cyan,0.76,0.23,0.53,0.9148936170212766,0.7519607804550592,4.866948156070746,-4.114987375615687,1,0.90010635375153,0.7031702439128522,0.19693610983867782,0,1.0,2.0,-1.0,0.0,0.25,0.3055555555555556,-0.05555555555555558,1.0,0.0088734567901234,0.0169753086419753,-0.0081018518518519,1.0
clover,mugfp,Clover,muGFP,green,green,0.76,0.45,0.31,0.9319148936170213,0.7519607804550592,22.566057794407698,-21.81409701395264,1,0.90010635375153,0.7168092735655951,0.18329708018593494,0,1.0,2.0,-1.0,0.0,0.25,0.3055555555555556,-0.05555555555555558,1.0,0.0088734567901234,0.0069444444444444,0.001929012345679001,0.0
clover,mvenus,Clover,,green,yellow,0.76,0.64,0.12,0.9106382978723404,0.7519607804550592,8.526985753626517,-7.775024973171458,1,0.90010635375153,0.6912986019403701,0.20880775181115996,0,1.0,3.0,-2.0,0.0,0.25,0.3055555555555556,-0.05555555555555558,1.0,0.0088734567901234,0.0162037037037037,-0.0073302469135802985,1.0
clover,rsegfp,Clover,,green,green,0.76,0.36,0.4,0.902127659574468,0.7519607804550592,41.445106155417264,-40.69314537496221,1,0.90010635375153,0.7605257949673585,0.13958055878417153,0,1.0,2.5,-1.5,0.0,0.25,0.33333333333333337,-0.08333333333333337,1.0,0.0088734567901234,0.01774691358024685,-0.00887345679012345,1.0
clover,rsegfp2,Clover,rsEGFP2,green,green,0.76,0.3,0.46,0.8821138211382114,0.7519607804550592,19.4924235670019,-18.740462786546843,1,0.90010635375153,0.5935189643645874,0.30658738938694263,0,1.0,2.0,-1.0,0.0,0.25,0.01388888888888885,0.23611111111111116,0.0,0.0088734567901234,0.0032793209876543,0.005594135802469101,0.0
clover,rsfolder,Clover,rsFolder,green,green,0.76,0.25,0.51,0.9446808510638298,0.7519607804550592,13.608141629658327,-12.856180849203268,1,0.90010635375153,0.6870917030197283,0.2130146507318017,0,1.0,2.5,-1.5,0.0,0.25,0.4027777777777778,-0.1527777777777778,1.0,0.0088734567901234,0.0256558641975308,-0.0167824074074074,1.0
clover,rsfolder2,Clover,,green,unknown,0.76,0.23,0.53,0.9404255319148936,0.7519607804550592,6.501292062643084,-5.749331282188025,1,0.90010635375153,0.6152605872730383,0.2848457664784917,0,1.0,2.0,-1.0,0.0,0.25,0.1111111111111111,0.1388888888888889,0.0,0.0088734567901234,0.003858024691358,0.005015432098765401,0.0
clover,scfp3a,Clover,SCFP3A,green,cyan,0.76,0.56,0.19999999999999996,0.902127659574468,0.7519607804550592,12.320871193073256,-11.568910412618196,1,0.90010635375153,0.6799727340559207,0.2201336196956093,0,1.0,3.0,-2.0,0.0,0.25,0.0694444444444444,0.18055555555555558,0.0,0.0088734567901234,0.0048225308641975,0.0040509259259259005,0.0
clover,sg42,Clover,sg42,green,blue,0.76,0.24,0.52,0.8893617021276595,0.7519607804550592,3.6134206786593697,-2.8614598982043105,1,0.90010635375153,0.4073786470055031,0.49272770674602695,0,1.0,2.0,-1.0,0.0,0.25,0.4444444444444444,-0.19444444444444442,1.0,0.0088734567901234,0.0243055555555555,-0.0154320987654321,1.0
clover,sg50,Clover,sg50,green,blue,0.76,0.25,0.51,0.8936170212765957,0.7519607804550592,3.830023201236357,-3.078062420781298,1,0.90010635375153,0.3852094038984007,0.5148969498531293,0,1.0,2.0,-1.0,0.0,0.25,0.5138888888888888,-0.26388888888888884,1.0,0.0088734567901234,0.0295138888888888,-0.0206404320987654,1.0
clover,superfolder-gfp,Clover,Superfolder GFP,green,green,0.76,0.65,0.10999999999999999,0.9404255319148936,0.7519607804550592,6.497055033161314,-5.745094252706255,1,0.90010635375153,0.7777057067523352,0.12240064699919484,0,1.0,2.0,-1.0,0.0,0.25,0.4027777777777778,-0.1527777777777778,1.0,0.0088734567901234,0.01678240740740735,-0.00790895061728395,1.0
clover,usgfp,Clover,usGFP,green,green,0.76,0.45,0.31,0.9322033898305084,0.7519607804550592,9.993402015243028,-9.241441234787969,1,0.90010635375153,0.7710822140299445,0.12902413972158555,0,1.0,2.0,-1.0,0.0,0.25,0.4444444444444444,-0.19444444444444442,1.0,0.0088734567901234,0.0204475308641975,-0.0115740740740741,1.0
clover,venus,Clover,Venus,green,yellow,0.76,0.57,0.19000000000000006,0.9148936170212766,0.7519607804550592,0.8793968677909777,-0.1274360873359185,1,0.90010635375153,0.7451504322657746,0.15495592148575543,0,1.0,3.0,-2.0,0.0,0.25,0.25,0.0,,0.0088734567901234,0.0069444444444444,0.001929012345679001,0.0
cypet,degfp1,,deGFP1,cyan,green,0.51,0.16,0.35,0.8940677966101694,3.6406920303805146,2.1368284572272898,1.5038635731532248,0,0.627677365010112,0.8080535526050578,-0.1803761875949459,1,2.0,2.0,0.0,,0.0833333333333333,0.45833333333333337,-0.37500000000000006,1.0,0.0052083333333333,0.028742283950617252,-0.02353395061728395,1.0
cypet,dreiklang,,Dreiklang,cyan,unknown,0.51,0.41,0.10000000000000003,0.9240506329113924,3.6406920303805146,16.7490962283188,-13.108404197938285,1,0.627677365010112,0.659482275296899,-0.031804910286787,1,2.0,1.5,0.5,1.0,0.0833333333333333,0.1388888888888889,-0.055555555555555594,1.0,0.0052083333333333,0.00906635802469135,-0.0038580246913580496,1.0
cypet,ecfp,,ECFP,cyan,cyan,0.51,0.4,0.10999999999999999,0.9279661016949152,3.6406920303805146,9.530923659697276,-5.890231629316761,1,0.627677365010112,0.7488417886909549,-0.1211644236808429,1,2.0,2.0,0.0,,0.0833333333333333,0.0833333333333333,0.0,,0.0052083333333333,0.0065586419753086,-0.0013503086419753,1.0
eyfp,cypet,,,yellow,cyan,0.67,0.51,0.16000000000000003,0.9152542372881356,11.854226195681232,3.6406920303805146,8.213534165300718,0,0.7351667299359395,0.627677365010112,0.1074893649258275,0,2.0,2.0,0.0,,0.06944444444444445,0.0833333333333333,-0.013888888888888853,1.0,0.0046296296296296,0.0052083333333333,-0.0005787037037037002,1.0
fold6,cypet,FOLD6,,unknown,cyan,0.73,0.51,0.21999999999999997,0.864406779661017,1.9354302350272203,3.6406920303805146,-1.7052617953532943,1,0.6889564715028728,0.627677365010112,0.061279106492760804,0,3.0,2.0,1.0,1.0,0.3333333333333333,0.0833333333333333,0.25,0.0,0.0119598765432098,0.0052083333333333,0.0067515432098764995,0.0
folding-reporter-gfp,cypet,Folding Reporter GFP,,green,cyan,0.72,0.51,0.20999999999999996,0.923728813559322,7.495070459028669,3.6406920303805146,3.854378428648155,0,0.7385325706492639,0.627677365010112,0.11085520563915197,0,2.0,2.0,0.0,,0.3888888888888889,0.0833333333333333,0.3055555555555556,0.0,0.0177469135802469,0.0052083333333333,0.012538580246913598,0.0
gfp-s65t,cypet,GFP (S65T),,green,cyan,0.64,0.51,0.13,0.9067796610169492,5.287329200302435,3.6406920303805146,1.6466371699219202,0,0.6731338343182883,0.627677365010112,0.04545646930817637,0,2.0,2.0,0.0,,0.3611111111111111,0.0833333333333333,0.2777777777777778,0.0,0.015432098765432,0.0052083333333333,0.0102237654320987,0.0
gfpmut2,cypet,,,green,cyan,0.73,0.51,0.21999999999999997,0.9279661016949152,4.965202373941669,3.6406920303805146,1.3245103435611547,0,0.7013983100813879,0.627677365010112,0.07372094507127591,0,2.0,2.0,0.0,,0.4166666666666667,0.0833333333333333,0.33333333333333337,0.0,0.0165895061728395,0.0052083333333333,0.011381172839506199,0.0
cypet,gfpmut3,,,cyan,green,0.51,0.39,0.12,0.923728813559322,3.6406920303805146,6.738755906993163,-3.098063876612648,1,0.627677365010112,0.7940009563338566,-0.16632359132374464,1,2.0,2.0,0.0,,0.0833333333333333,0.3472222222222222,-0.2638888888888889,1.0,0.0052083333333333,0.01581790123456785,-0.010609567901234549,1.0
mcerulean3,cypet,mCerulean3,,cyan,cyan,0.87,0.51,0.36,0.9322033898305084,3.160847638098579,3.6406920303805146,-0.47984439228193576,1,0.6393318841703642,0.627677365010112,0.011654519160252286,0,2.0,2.0,0.0,,0.0694444444444444,0.0833333333333333,-0.013888888888888895,1.0,0.0042438271604938,0.0052083333333333,-0.0009645061728395,1.0
monomeric-hyperfolder-yfp,cypet,Monomeric hyperfolder YFP,,yellow,cyan,0.62,0.51,0.10999999999999999,0.8516949152542372,8.302266327400943,3.6406920303805146,4.661574297020429,0,0.6614060355781651,0.627677365010112,0.033728670568053176,0,3.0,2.0,1.0,1.0,0.2777777777777778,0.0833333333333333,0.19444444444444448,0.0,0.0173611111111111,0.0052083333333333,0.0121527777777778,0.0
mturquoise,cypet,mTurquoise,,cyan,cyan,0.84,0.51,0.32999999999999996,0.9110169491525424,7.071648546320366,3.6406920303805146,3.430956515939852,0,0.5993911980927238,0.627677365010112,-0.028286166917388167,1,2.0,2.0,0.0,,0.0694444444444444,0.0833333333333333,-0.013888888888888895,1.0,0.0046296296296296,0.0052083333333333,-0.0005787037037037002,1.0
mturquoise2,cypet,mTurquoise2,,cyan,cyan,0.93,0.51,0.42000000000000004,0.9493670886075949,7.004749838508629,3.6406920303805146,3.3640578081281145,0,0.5267100163237356,0.627677365010112,-0.10096734868637636,1,2.0,2.0,0.0,,0.0555555555555555,0.0833333333333333,-0.027777777777777804,1.0,0.0032793209876543,0.0052083333333333,-0.001929012345679,1.0
cypet,mturquoise2_t203y,,,cyan,cyan,0.51,0.23,0.28,0.9194915254237288,3.6406920303805146,4.866948156070746,-1.2262561256902318,1,0.627677365010112,0.7031702439128522,-0.07549287890274026,1,2.0,2.0,0.0,,0.0833333333333333,0.3055555555555556,-0.22222222222222227,1.0,0.0052083333333333,0.0169753086419753,-0.011766975308642,1.0
mvenus,cypet,,,yellow,cyan,0.64,0.51,0.13,0.9152542372881356,8.526985753626517,3.6406920303805146,4.886293723246003,0,0.6912986019403701,0.627677365010112,0.06362123693025812,0,3.0,2.0,1.0,1.0,0.3055555555555556,0.0833333333333333,0.22222222222222227,0.0,0.0162037037037037,0.0052083333333333,0.010995370370370398,0.0
nowgfp,cypet,,,orange,cyan,0.76,0.51,0.25,0.864406779661017,7.728564013110208,3.6406920303805146,4.087871982729693,0,0.8767669888870082,0.627677365010112,0.24908962387689626,0,2.0,2.0,0.0,,0.0833333333333333,0.0833333333333333,0.0,,0.0086805555555555,0.0052083333333333,0.0034722222222222003,0.0
cypet,rsegfp,,,cyan,green,0.51,0.36,0.15000000000000002,0.9322033898305084,3.6406920303805146,41.445106155417264,-37.80441412503675,1,0.627677365010112,0.7605257949673585,-0.13284842995724655,1,2.0,2.5,-0.5,0.0,0.0833333333333333,0.33333333333333337,-0.25000000000000006,1.0,0.0052083333333333,0.01774691358024685,-0.01253858024691355,1.0
cypet,rsegfp2,,rsEGFP2,cyan,green,0.51,0.3,0.21000000000000002,0.9105691056910569,3.6406920303805146,19.4924235670019,-15.851731536621386,1,0.627677365010112,0.5935189643645874,0.034158400645524556,0,2.0,2.0,0.0,,0.0833333333333333,0.01388888888888885,0.06944444444444445,0.0,0.0052083333333333,0.0032793209876543,0.001929012345679,0.0
cypet,rsfolder,,rsFolder,cyan,green,0.51,0.25,0.26,0.9067796610169492,3.6406920303805146,13.608141629658327,-9.967449599277813,1,0.627677365010112,0.6870917030197283,-0.059414338009616374,1,2.0,2.5,-0.5,0.0,0.0833333333333333,0.4027777777777778,-0.3194444444444445,1.0,0.0052083333333333,0.0256558641975308,-0.0204475308641975,1.0
cypet,rsfolder2,,,cyan,unknown,0.51,0.23,0.28,0.9067796610169492,3.6406920303805146,6.501292062643084,-2.8606000322625693,1,0.627677365010112,0.6152605872730383,0.012416777737073614,0,2.0,2.0,0.0,,0.0833333333333333,0.1111111111111111,-0.027777777777777804,1.0,0.0052083333333333,0.003858024691358,0.0013503086419753,0.0
sg11,cypet,sg11,,green,cyan,0.84,0.51,0.32999999999999996,0.9067796610169492,0.8391876723508233,3.6406920303805146,-2.801504358029691,1,0.3423159871143031,0.627677365010112,-0.28536137789580884,1,1.0,2.0,-1.0,0.0,0.4166666666666667,0.0833333333333333,0.33333333333333337,0.0,0.0142746913580246,0.0052083333333333,0.009066358024691301,0.0
sg12,cypet,sg12,,green,cyan,0.85,0.51,0.33999999999999997,0.8940677966101694,0.680750842716183,3.6406920303805146,-2.959941187664332,1,0.3635704715165737,0.627677365010112,-0.2641068934935383,1,3.0,2.0,1.0,1.0,0.2777777777777778,0.0833333333333333,0.19444444444444448,0.0,0.0084876543209876,0.0052083333333333,0.0032793209876543,0.0
sg25,cypet,sg25,,green,cyan,0.76,0.51,0.25,0.8898305084745762,2.122942579049703,3.6406920303805146,-1.5177494513308116,1,0.7579695700518932,0.627677365010112,0.1302922050417813,0,2.0,2.0,0.0,,0.2777777777777778,0.0833333333333333,0.19444444444444448,0.0,0.0173611111111111,0.0052083333333333,0.0121527777777778,0.0
cypet,sg42,,sg42,cyan,blue,0.51,0.24,0.27,0.8983050847457628,3.6406920303805146,3.6134206786593697,0.02727135172114492,0,0.627677365010112,0.4073786470055031,0.22029871800460887,0,2.0,2.0,0.0,,0.0833333333333333,0.4444444444444444,-0.3611111111111111,1.0,0.0052083333333333,0.0243055555555555,-0.0190972222222222,1.0
cypet,sg50,,sg50,cyan,blue,0.51,0.25,0.26,0.902542372881356,3.6406920303805146,3.830023201236357,-0.1893311708558425,1,0.627677365010112,0.3852094038984007,0.24246796111171126,0,2.0,2.0,0.0,,0.0833333333333333,0.5138888888888888,-0.4305555555555555,1.0,0.0052083333333333,0.0295138888888888,-0.0243055555555555,1.0
shardonnay,cypet,SHardonnay,,yellow,cyan,0.75,0.51,0.24,0.9152542372881356,9.484217162741292,3.6406920303805146,5.843525132360777,0,0.7154842955330971,0.627677365010112,0.08780693052298516,0,2.0,2.0,0.0,,0.3055555555555556,0.0833333333333333,0.22222222222222227,0.0,0.011574074074074,0.0052083333333333,0.0063657407407407005,0.0
superfolder-gfp,cypet,Superfolder GFP,,green,cyan,0.65,0.51,0.14,0.9067796610169492,6.497055033161314,3.6406920303805146,2.8563630027807996,0,0.7777057067523352,0.627677365010112,0.15002834174222324,0,2.0,2.0,0.0,,0.4027777777777778,0.0833333333333333,0.3194444444444445,0.0,0.01678240740740735,0.0052083333333333,0.01157407407407405,0.0
turquoise-gl,cypet,Turquoise-GL,,cyan,cyan,0.82,0.51,0.30999999999999994,0.9152542372881356,9.058769740879038,3.6406920303805146,5.418077710498523,0,0.5904691571252658,0.627677365010112,-0.037208207884846134,1,2.5,2.0,0.5,1.0,0.0694444444444444,0.0833333333333333,-0.013888888888888895,1.0,0.00414737654320985,0.0052083333333333,-0.0010609567901234502,1.0
wascfp,cypet,WasCFP,,cyan,cyan,0.85,0.51,0.33999999999999997,0.9110169491525424,8.95642589697827,3.6406920303805146,5.315733866597756,0,0.9870295237928056,0.627677365010112,0.35935215878269366,0,1.0,2.0,-1.0,0.0,0.0,0.0833333333333333,-0.0833333333333333,1.0,0.0,0.0052083333333333,-0.0052083333333333,1.0
dreiklang,degfp1,Dreiklang,deGFP1,unknown,green,0.41,0.16,0.24999999999999997,0.9029535864978903,16.7490962283188,2.1368284572272898,14.612267771091508,0,0.659482275296899,0.8080535526050578,-0.1485712773081589,1,1.5,2.0,-0.5,0.0,0.1388888888888889,0.45833333333333337,-0.3194444444444445,1.0,0.00906635802469135,0.028742283950617252,-0.019675925925925902,1.0
ecfp,degfp1,ECFP,deGFP1,cyan,green,0.4,0.16,0.24000000000000002,0.9644444444444444,9.530923659697276,2.1368284572272898,7.394095202469986,0,0.7488417886909549,0.8080535526050578,-0.05921176391410299,1,2.0,2.0,0.0,,0.0833333333333333,0.45833333333333337,-0.37500000000000006,1.0,0.0065586419753086,0.028742283950617252,-0.02218364197530865,1.0
egfp,degfp1,EGFP,deGFP1,green,green,0.6,0.16,0.43999999999999995,0.9734513274336283,11.596014753988934,2.1368284572272898,9.459186296761644,0,0.6758524026014057,0.8080535526050578,-0.13220115000365218,1,2.0,2.0,0.0,,0.3333333333333333,0.45833333333333337,-0.12500000000000006,1.0,0.0131172839506172,0.028742283950617252,-0.015625000000000052,1.0
eyfp,degfp1,,deGFP1,yellow,green,0.67,0.16,0.51,0.9606986899563319,11.854226195681232,2.1368284572272898,9.717397738453942,0,0.7351667299359395,0.8080535526050578,-0.07288682266911839,1,2.0,2.0,0.0,,0.06944444444444445,0.45833333333333337,-0.38888888888888895,1.0,0.0046296296296296,0.028742283950617252,-0.02411265432098765,1.0
fold6,degfp1,FOLD6,deGFP1,unknown,green,0.73,0.16,0.57,0.8820960698689956,1.9354302350272203,2.1368284572272898,-0.20139822220006942,1,0.6889564715028728,0.8080535526050578,-0.11909708110218509,1,3.0,2.0,1.0,1.0,0.3333333333333333,0.45833333333333337,-0.12500000000000006,1.0,0.0119598765432098,0.028742283950617252,-0.016782407407407454,1.0
folding-reporter-gfp,degfp1,Folding Reporter GFP,deGFP1,green,green,0.72,0.16,0.5599999999999999,0.960352422907489,7.495070459028669,2.1368284572272898,5.358242001801379,0,0.7385325706492639,0.8080535526050578,-0.06952098195579393,1,2.0,2.0,0.0,,0.3888888888888889,0.45833333333333337,-0.06944444444444448,1.0,0.0177469135802469,0.028742283950617252,-0.010995370370370353,1.0
gfp-s65t,degfp1,GFP (S65T),deGFP1,green,green,0.64,0.16,0.48,0.9866666666666667,5.287329200302435,2.1368284572272898,3.150500743075145,0,0.6731338343182883,0.8080535526050578,-0.13491971828676952,1,2.0,2.0,0.0,,0.3611111111111111,0.45833333333333337,-0.09722222222222227,1.0,0.015432098765432,0.028742283950617252,-0.013310185185185251,1.0
gfpmut2,degfp1,,deGFP1,green,green,0.73,0.16,0.57,0.9399141630901288,4.965202373941669,2.1368284572272898,2.8283739167143795,0,0.7013983100813879,0.8080535526050578,-0.10665524252366998,1,2.0,2.0,0.0,,0.4166666666666667,0.45833333333333337,-0.041666666666666685,1.0,0.0165895061728395,0.028742283950617252,-0.012152777777777752,1.0
gfpmut3,degfp1,,deGFP1,green,green,0.39,0.16,0.23,0.9606986899563319,6.738755906993163,2.1368284572272898,4.601927449765872,0,0.7940009563338566,0.8080535526050578,-0.014052596271201256,1,2.0,2.0,0.0,,0.3472222222222222,0.45833333333333337,-0.11111111111111116,1.0,0.01581790123456785,0.028742283950617252,-0.012924382716049402,1.0
hyperfolder-yfp,degfp1,Hyperfolder YFP,deGFP1,yellow,green,0.6,0.16,0.43999999999999995,0.8854625550660793,5.4045296899001665,2.1368284572272898,3.2677012326728767,0,0.7434078753146292,0.8080535526050578,-0.0646456772904287,1,2.0,2.0,0.0,,0.3055555555555556,0.45833333333333337,-0.1527777777777778,1.0,0.0142746913580246,0.028742283950617252,-0.014467592592592652,1.0
mcerulean3,degfp1,mCerulean3,deGFP1,cyan,green,0.87,0.16,0.71,0.8898305084745762,3.160847638098579,2.1368284572272898,1.024019180871289,0,0.6393318841703642,0.8080535526050578,-0.1687216684346936,1,2.0,2.0,0.0,,0.0694444444444444,0.45833333333333337,-0.38888888888888895,1.0,0.0042438271604938,0.028742283950617252,-0.02449845679012345,1.0
monomeric-hyperfolder-yfp,degfp1,Monomeric hyperfolder YFP,deGFP1,yellow,green,0.62,0.16,0.45999999999999996,0.8766519823788547,8.302266327400943,2.1368284572272898,6.165437870173653,0,0.6614060355781651,0.8080535526050578,-0.14664751702689272,1,3.0,2.0,1.0,1.0,0.2777777777777778,0.45833333333333337,-0.18055555555555558,1.0,0.0173611111111111,0.028742283950617252,-0.01138117283950615,1.0
mturquoise,degfp1,mTurquoise,deGFP1,cyan,green,0.84,0.16,0.6799999999999999,0.9511111111111111,7.071648546320366,2.1368284572272898,4.934820089093076,0,0.5993911980927238,0.8080535526050578,-0.20866235451233406,1,2.0,2.0,0.0,,0.0694444444444444,0.45833333333333337,-0.38888888888888895,1.0,0.0046296296296296,0.028742283950617252,-0.02411265432098765,1.0
mturquoise2,degfp1,mTurquoise2,deGFP1,cyan,green,0.93,0.16,0.77,0.9071729957805907,7.004749838508629,2.1368284572272898,4.86792138128134,0,0.5267100163237356,0.8080535526050578,-0.28134353628132225,1,2.0,2.0,0.0,,0.0555555555555555,0.45833333333333337,-0.4027777777777779,1.0,0.0032793209876543,0.028742283950617252,-0.02546296296296295,1.0
mugfp,degfp1,muGFP,deGFP1,green,green,0.45,0.16,0.29000000000000004,0.9008620689655172,22.566057794407698,2.1368284572272898,20.42922933718041,0,0.7168092735655951,0.8080535526050578,-0.09124427903946275,1,2.0,2.0,0.0,,0.3055555555555556,0.45833333333333337,-0.1527777777777778,1.0,0.0069444444444444,0.028742283950617252,-0.021797839506172853,1.0
mvenus,degfp1,,deGFP1,yellow,green,0.64,0.16,0.48,0.9301310043668122,8.526985753626517,2.1368284572272898,6.390157296399227,0,0.6912986019403701,0.8080535526050578,-0.11675495066468777,1,3.0,2.0,1.0,1.0,0.3055555555555556,0.45833333333333337,-0.1527777777777778,1.0,0.0162037037037037,0.028742283950617252,-0.012538580246913553,1.0
nowgfp,degfp1,,deGFP1,orange,green,0.76,0.16,0.6,0.8777292576419214,7.728564013110208,2.1368284572272898,5.591735555882918,0,0.8767669888870082,0.8080535526050578,0.06871343628195037,0,2.0,2.0,0.0,,0.0833333333333333,0.45833333333333337,-0.37500000000000006,1.0,0.0086805555555555,0.028742283950617252,-0.02006172839506175,1.0
rsegfp,degfp1,,deGFP1,green,green,0.36,0.16,0.19999999999999998,0.9188034188034188,41.445106155417264,2.1368284572272898,39.308277698189976,0,0.7605257949673585,0.8080535526050578,-0.04752775763769934,1,2.5,2.0,0.5,1.0,0.33333333333333337,0.45833333333333337,-0.125,1.0,0.01774691358024685,0.028742283950617252,-0.010995370370370402,1.0
rsegfp2,degfp1,rsEGFP2,deGFP1,green,green,0.3,0.16,0.13999999999999999,0.8821138211382114,19.4924235670019,2.1368284572272898,17.35559510977461,0,0.5935189643645874,0.8080535526050578,-0.21453458824047045,1,2.0,2.0,0.0,,0.01388888888888885,0.45833333333333337,-0.44444444444444453,1.0,0.0032793209876543,0.028742283950617252,-0.02546296296296295,1.0
